Numéro,Nom,Types,URL,Taille (m),Poids (kg)
0746,Wishiwashi,,https://pokemondb.net/pokedex/wishiwashi,0.2,0.3
0747,Mareanie,,https://pokemondb.net/pokedex/mareanie,0.4,8.0
0748,Toxapex,,https://pokemondb.net/pokedex/toxapex,0.7,14.5
0749,Mudbray,,https://pokemondb.net/pokedex/mudbray,1.0,110.0
0750,Mudsdale,,https://pokemondb.net/pokedex/mudsdale,2.5,920.0
0751,Dewpider,,https://pokemondb.net/pokedex/dewpider,0.3,4.0
0752,Araquanid,,https://pokemondb.net/pokedex/araquanid,1.8,82.0
0753,Fomantis,,https://pokemondb.net/pokedex/fomantis,0.3,1.5
0754,Lurantis,,https://pokemondb.net/pokedex/lurantis,0.9,18.5
0755,Morelull,,https://pokemondb.net/pokedex/morelull,0.2,1.5
0756,Shiinotic,,https://pokemondb.net/pokedex/shiinotic,1.0,11.5
0757,Salandit,,https://pokemondb.net/pokedex/salandit,0.6,4.8
0758,Salazzle,,https://pokemondb.net/pokedex/salazzle,1.2,22.2
0759,Stufful,,https://pokemondb.net/pokedex/stufful,0.5,6.8
0760,Bewear,,https://pokemondb.net/pokedex/bewear,2.1,135.0
0761,Bounsweet,,https://pokemondb.net/pokedex/bounsweet,0.3,3.2
0762,Steenee,,https://pokemondb.net/pokedex/steenee,0.7,8.2
0763,Tsareena,,https://pokemondb.net/pokedex/tsareena,1.2,21.4
0764,Comfey,,https://pokemondb.net/pokedex/comfey,0.1,0.3
0765,Oranguru,,https://pokemondb.net/pokedex/oranguru,1.5,76.0
0766,Passimian,,https://pokemondb.net/pokedex/passimian,2.0,82.8
0767,Wimpod,,https://pokemondb.net/pokedex/wimpod,0.5,12.0
0768,Golisopod,,https://pokemondb.net/pokedex/golisopod,2.0,108.0
0769,Sandygast,,https://pokemondb.net/pokedex/sandygast,0.5,70.0
0770,Palossand,,https://pokemondb.net/pokedex/palossand,1.3,250.0
0771,Pyukumuku,,https://pokemondb.net/pokedex/pyukumuku,0.3,1.2
0772,Type: Null,,https://pokemondb.net/pokedex/type-null,1.9,120.5
0773,Silvally,,https://pokemondb.net/pokedex/silvally,2.3,100.5
0774,Minior,,https://pokemondb.net/pokedex/minior,0.3,40.0
0775,Komala,,https://pokemondb.net/pokedex/komala,0.4,19.9
0776,Turtonator,,https://pokemondb.net/pokedex/turtonator,2.0,212.0
0777,Togedemaru,,https://pokemondb.net/pokedex/togedemaru,0.3,3.3
0778,Mimikyu,,https://pokemondb.net/pokedex/mimikyu,0.2,0.7
0779,Bruxish,,https://pokemondb.net/pokedex/bruxish,0.9,19.0
0780,Drampa,,https://pokemondb.net/pokedex/drampa,3.0,185.0
0781,Dhelmise,,https://pokemondb.net/pokedex/dhelmise,3.9,210.0
0782,Jangmo-o,,https://pokemondb.net/pokedex/jangmo-o,0.6,29.7
0783,Hakamo-o,,https://pokemondb.net/pokedex/hakamo-o,1.2,47.0
0784,Kommo-o,,https://pokemondb.net/pokedex/kommo-o,1.6,78.2
0785,Tapu Koko,,https://pokemondb.net/pokedex/tapu-koko,1.8,20.5
0786,Tapu Lele,,https://pokemondb.net/pokedex/tapu-lele,1.2,18.6
0787,Tapu Bulu,,https://pokemondb.net/pokedex/tapu-bulu,1.9,45.5
0788,Tapu Fini,,https://pokemondb.net/pokedex/tapu-fini,1.3,21.2
0789,Cosmog,,https://pokemondb.net/pokedex/cosmog,0.2,0.1
0790,Cosmoem,,https://pokemondb.net/pokedex/cosmoem,0.1,999.9
0791,Solgaleo,,https://pokemondb.net/pokedex/solgaleo,3.4,230.0
0792,Lunala,,https://pokemondb.net/pokedex/lunala,4.0,120.0
0793,Nihilego,,https://pokemondb.net/pokedex/nihilego,1.2,55.5
0794,Buzzwole,,https://pokemondb.net/pokedex/buzzwole,2.4,333.6
0795,Pheromosa,,https://pokemondb.net/pokedex/pheromosa,1.8,25.0
0796,Xurkitree,,https://pokemondb.net/pokedex/xurkitree,3.8,100.0
0797,Celesteela,,https://pokemondb.net/pokedex/celesteela,9.2,999.9
0798,Kartana,,https://pokemondb.net/pokedex/kartana,0.3,0.1
0799,Guzzlord,,https://pokemondb.net/pokedex/guzzlord,5.5,888.0
0800,Necrozma,,https://pokemondb.net/pokedex/necrozma,2.4,230.0
0801,Magearna,,https://pokemondb.net/pokedex/magearna,1.0,80.5
0802,Marshadow,,https://pokemondb.net/pokedex/marshadow,0.7,22.2
0803,Poipole,,https://pokemondb.net/pokedex/poipole,0.6,1.8
0804,Naganadel,,https://pokemondb.net/pokedex/naganadel,3.6,150.0
0805,Stakataka,,https://pokemondb.net/pokedex/stakataka,5.5,820.0
0806,Blacephalon,,https://pokemondb.net/pokedex/blacephalon,1.8,13.0
0807,Zeraora,,https://pokemondb.net/pokedex/zeraora,1.5,44.5
0808,Meltan,,https://pokemondb.net/pokedex/meltan,0.2,8.0
0809,Melmetal,,https://pokemondb.net/pokedex/melmetal,2.5,800.0
0810,Grookey,,https://pokemondb.net/pokedex/grookey,0.3,5.0
0811,Thwackey,,https://pokemondb.net/pokedex/thwackey,0.7,14.0
0812,Rillaboom,,https://pokemondb.net/pokedex/rillaboom,2.1,90.0
0813,Scorbunny,,https://pokemondb.net/pokedex/scorbunny,0.3,4.5
0814,Raboot,,https://pokemondb.net/pokedex/raboot,0.6,9.0
0815,Cinderace,,https://pokemondb.net/pokedex/cinderace,1.4,33.0
0816,Sobble,,https://pokemondb.net/pokedex/sobble,0.3,4.0
0817,Drizzile,,https://pokemondb.net/pokedex/drizzile,0.7,11.5
0818,Inteleon,,https://pokemondb.net/pokedex/inteleon,1.9,45.2
0819,Skwovet,,https://pokemondb.net/pokedex/skwovet,0.3,2.5
0820,Greedent,,https://pokemondb.net/pokedex/greedent,0.6,6.0
0821,Rookidee,,https://pokemondb.net/pokedex/rookidee,0.2,1.8
0822,Corvisquire,,https://pokemondb.net/pokedex/corvisquire,0.8,16.0
0823,Corviknight,,https://pokemondb.net/pokedex/corviknight,2.2,75.0
0824,Blipbug,,https://pokemondb.net/pokedex/blipbug,0.4,8.0
0825,Dottler,,https://pokemondb.net/pokedex/dottler,0.4,19.5
0826,Orbeetle,,https://pokemondb.net/pokedex/orbeetle,0.4,40.8
0827,Nickit,,https://pokemondb.net/pokedex/nickit,0.6,8.9
0828,Thievul,,https://pokemondb.net/pokedex/thievul,1.2,19.9
0829,Gossifleur,,https://pokemondb.net/pokedex/gossifleur,0.4,2.2
0830,Eldegoss,,https://pokemondb.net/pokedex/eldegoss,0.5,2.5
0831,Wooloo,,https://pokemondb.net/pokedex/wooloo,0.6,6.0
0832,Dubwool,,https://pokemondb.net/pokedex/dubwool,1.3,43.0
0833,Chewtle,,https://pokemondb.net/pokedex/chewtle,0.3,8.5
0834,Drednaw,,https://pokemondb.net/pokedex/drednaw,1.0,115.5
0835,Yamper,,https://pokemondb.net/pokedex/yamper,0.3,13.5
0836,Boltund,,https://pokemondb.net/pokedex/boltund,1.0,34.0
0837,Rolycoly,,https://pokemondb.net/pokedex/rolycoly,0.3,12.0
0838,Carkol,,https://pokemondb.net/pokedex/carkol,1.1,78.0
0839,Coalossal,,https://pokemondb.net/pokedex/coalossal,2.8,310.5
0840,Applin,,https://pokemondb.net/pokedex/applin,0.2,0.5
0841,Flapple,,https://pokemondb.net/pokedex/flapple,0.3,1.0
0842,Appletun,,https://pokemondb.net/pokedex/appletun,0.4,13.0
0843,Silicobra,,https://pokemondb.net/pokedex/silicobra,2.2,7.6
0844,Sandaconda,,https://pokemondb.net/pokedex/sandaconda,3.8,65.5
0845,Cramorant,,https://pokemondb.net/pokedex/cramorant,0.8,18.0
0846,Arrokuda,,https://pokemondb.net/pokedex/arrokuda,0.5,1.0
0847,Barraskewda,,https://pokemondb.net/pokedex/barraskewda,1.3,30.0
0848,Toxel,,https://pokemondb.net/pokedex/toxel,0.4,11.0
0849,Toxtricity,,https://pokemondb.net/pokedex/toxtricity,1.6,40.0
0850,Sizzlipede,,https://pokemondb.net/pokedex/sizzlipede,0.7,1.0
0851,Centiskorch,,https://pokemondb.net/pokedex/centiskorch,3.0,120.0
0852,Clobbopus,,https://pokemondb.net/pokedex/clobbopus,0.6,4.0
0853,Grapploct,,https://pokemondb.net/pokedex/grapploct,1.6,39.0
0854,Sinistea,,https://pokemondb.net/pokedex/sinistea,0.1,0.2
0855,Polteageist,,https://pokemondb.net/pokedex/polteageist,0.2,0.4
0856,Hatenna,,https://pokemondb.net/pokedex/hatenna,0.4,3.4
0857,Hattrem,,https://pokemondb.net/pokedex/hattrem,0.6,4.8
0858,Hatterene,,https://pokemondb.net/pokedex/hatterene,2.1,5.1
0859,Impidimp,,https://pokemondb.net/pokedex/impidimp,0.4,5.5
0860,Morgrem,,https://pokemondb.net/pokedex/morgrem,0.8,12.5
0861,Grimmsnarl,,https://pokemondb.net/pokedex/grimmsnarl,1.5,61.0
0862,Obstagoon,,https://pokemondb.net/pokedex/obstagoon,1.6,46.0
0863,Perrserker,,https://pokemondb.net/pokedex/perrserker,0.8,28.0
0864,Cursola,,https://pokemondb.net/pokedex/cursola,1.0,0.4
0865,Sirfetch'd,,https://pokemondb.net/pokedex/sirfetchd,0.8,117.0
0866,Mr. Rime,,https://pokemondb.net/pokedex/mr-rime,1.5,58.2
0867,Runerigus,,https://pokemondb.net/pokedex/runerigus,1.6,66.6
0868,Milcery,,https://pokemondb.net/pokedex/milcery,0.2,0.3
0869,Alcremie,,https://pokemondb.net/pokedex/alcremie,0.3,0.5
0870,Falinks,,https://pokemondb.net/pokedex/falinks,3.0,62.0
0871,Pincurchin,,https://pokemondb.net/pokedex/pincurchin,0.3,1.0
0872,Snom,,https://pokemondb.net/pokedex/snom,0.3,3.8
0873,Frosmoth,,https://pokemondb.net/pokedex/frosmoth,1.3,42.0
0874,Stonjourner,,https://pokemondb.net/pokedex/stonjourner,2.5,520.0
0875,Eiscue,,https://pokemondb.net/pokedex/eiscue,1.4,89.0
0876,Indeedee,,https://pokemondb.net/pokedex/indeedee,0.9,28.0
0877,Morpeko,,https://pokemondb.net/pokedex/morpeko,0.3,3.0
0878,Cufant,,https://pokemondb.net/pokedex/cufant,1.2,100.0
0879,Copperajah,,https://pokemondb.net/pokedex/copperajah,3.0,650.0
0880,Dracozolt,,https://pokemondb.net/pokedex/dracozolt,1.8,190.0
0881,Arctozolt,,https://pokemondb.net/pokedex/arctozolt,2.3,150.0
0882,Dracovish,,https://pokemondb.net/pokedex/dracovish,2.3,215.0
0883,Arctovish,,https://pokemondb.net/pokedex/arctovish,2.0,175.0
0884,Duraludon,,https://pokemondb.net/pokedex/duraludon,1.8,40.0
0885,Dreepy,,https://pokemondb.net/pokedex/dreepy,0.5,2.0
0886,Drakloak,,https://pokemondb.net/pokedex/drakloak,1.4,11.0
0887,Dragapult,,https://pokemondb.net/pokedex/dragapult,3.0,50.0
0888,Zacian,,https://pokemondb.net/pokedex/zacian,2.8,110.0
0889,Zamazenta,,https://pokemondb.net/pokedex/zamazenta,2.9,210.0
0890,Eternatus,,https://pokemondb.net/pokedex/eternatus,20.0,950.0
0891,Kubfu,,https://pokemondb.net/pokedex/kubfu,0.6,12.0
0892,Urshifu,,https://pokemondb.net/pokedex/urshifu,1.9,105.0
0893,Zarude,,https://pokemondb.net/pokedex/zarude,1.8,70.0
0894,Regieleki,,https://pokemondb.net/pokedex/regieleki,1.2,145.0
0895,Regidrago,,https://pokemondb.net/pokedex/regidrago,2.1,200.0
0896,Glastrier,,https://pokemondb.net/pokedex/glastrier,2.2,800.0
0897,Spectrier,,https://pokemondb.net/pokedex/spectrier,2.0,44.5
0898,Calyrex,,https://pokemondb.net/pokedex/calyrex,1.1,7.7
0899,Wyrdeer,,https://pokemondb.net/pokedex/wyrdeer,1.8,95.1
0900,Kleavor,,https://pokemondb.net/pokedex/kleavor,1.8,89.0
0901,Ursaluna,,https://pokemondb.net/pokedex/ursaluna,2.4,290.0
0902,Basculegion,,https://pokemondb.net/pokedex/basculegion,3.0,110.0
0903,Sneasler,,https://pokemondb.net/pokedex/sneasler,1.3,43.0
0904,Overqwil,,https://pokemondb.net/pokedex/overqwil,2.5,60.5
0905,Enamorus,,https://pokemondb.net/pokedex/enamorus,1.6,48.0
0906,Sprigatito,,https://pokemondb.net/pokedex/sprigatito,0.4,4.1
0907,Floragato,,https://pokemondb.net/pokedex/floragato,0.9,12.2
0908,Meowscarada,,https://pokemondb.net/pokedex/meowscarada,1.5,31.2
0909,Fuecoco,,https://pokemondb.net/pokedex/fuecoco,0.4,9.8
0910,Crocalor,,https://pokemondb.net/pokedex/crocalor,1.0,30.7
0911,Skeledirge,,https://pokemondb.net/pokedex/skeledirge,1.6,326.5
0912,Quaxly,,https://pokemondb.net/pokedex/quaxly,0.5,6.1
0913,Quaxwell,,https://pokemondb.net/pokedex/quaxwell,1.2,21.5
0914,Quaquaval,,https://pokemondb.net/pokedex/quaquaval,1.8,61.9
0915,Lechonk,,https://pokemondb.net/pokedex/lechonk,0.5,10.2
0916,Oinkologne,,https://pokemondb.net/pokedex/oinkologne,1.0,120.0
0917,Tarountula,,https://pokemondb.net/pokedex/tarountula,0.3,4.0
0918,Spidops,,https://pokemondb.net/pokedex/spidops,1.0,16.5
0919,Nymble,,https://pokemondb.net/pokedex/nymble,0.2,1.0
0920,Lokix,,https://pokemondb.net/pokedex/lokix,1.0,17.5
0921,Pawmi,,https://pokemondb.net/pokedex/pawmi,0.3,2.5
0922,Pawmo,,https://pokemondb.net/pokedex/pawmo,0.4,6.5
0923,Pawmot,,https://pokemondb.net/pokedex/pawmot,0.9,41.0
0924,Tandemaus,,https://pokemondb.net/pokedex/tandemaus,0.3,1.8
0925,Maushold,,https://pokemondb.net/pokedex/maushold,0.3,2.8
0926,Fidough,,https://pokemondb.net/pokedex/fidough,0.3,10.9
0927,Dachsbun,,https://pokemondb.net/pokedex/dachsbun,0.5,14.9
0928,Smoliv,,https://pokemondb.net/pokedex/smoliv,0.3,6.5
0929,Dolliv,,https://pokemondb.net/pokedex/dolliv,0.6,11.9
0930,Arboliva,,https://pokemondb.net/pokedex/arboliva,1.4,48.2
0931,Squawkabilly,,https://pokemondb.net/pokedex/squawkabilly,0.6,2.4
0932,Nacli,,https://pokemondb.net/pokedex/nacli,0.4,16.0
0933,Naclstack,,https://pokemondb.net/pokedex/naclstack,0.6,105.0
0934,Garganacl,,https://pokemondb.net/pokedex/garganacl,2.3,240.0
0935,Charcadet,,https://pokemondb.net/pokedex/charcadet,0.6,10.5
0936,Armarouge,,https://pokemondb.net/pokedex/armarouge,1.5,85.0
0937,Ceruledge,,https://pokemondb.net/pokedex/ceruledge,1.6,62.0
0938,Tadbulb,,https://pokemondb.net/pokedex/tadbulb,0.3,0.4
0939,Bellibolt,,https://pokemondb.net/pokedex/bellibolt,1.2,113.0
0940,Wattrel,,https://pokemondb.net/pokedex/wattrel,0.4,3.6
0941,Kilowattrel,,https://pokemondb.net/pokedex/kilowattrel,1.4,38.6
0942,Maschiff,,https://pokemondb.net/pokedex/maschiff,0.5,16.0
0943,Mabosstiff,,https://pokemondb.net/pokedex/mabosstiff,1.1,61.0
0944,Shroodle,,https://pokemondb.net/pokedex/shroodle,0.2,0.7
0945,Grafaiai,,https://pokemondb.net/pokedex/grafaiai,0.7,27.2
0946,Bramblin,,https://pokemondb.net/pokedex/bramblin,0.6,0.6
0947,Brambleghast,,https://pokemondb.net/pokedex/brambleghast,1.2,6.0
0948,Toedscool,,https://pokemondb.net/pokedex/toedscool,0.9,33.0
0949,Toedscruel,,https://pokemondb.net/pokedex/toedscruel,1.9,58.0
0950,Klawf,,https://pokemondb.net/pokedex/klawf,1.3,79.0
0951,Capsakid,,https://pokemondb.net/pokedex/capsakid,0.3,3.0
0952,Scovillain,,https://pokemondb.net/pokedex/scovillain,0.9,15.0
0953,Rellor,,https://pokemondb.net/pokedex/rellor,0.2,1.0
0954,Rabsca,,https://pokemondb.net/pokedex/rabsca,0.3,3.5
0955,Flittle,,https://pokemondb.net/pokedex/flittle,0.2,1.5
0956,Espathra,,https://pokemondb.net/pokedex/espathra,1.9,90.0
0957,Tinkatink,,https://pokemondb.net/pokedex/tinkatink,0.4,8.9
0958,Tinkatuff,,https://pokemondb.net/pokedex/tinkatuff,0.7,59.1
0959,Tinkaton,,https://pokemondb.net/pokedex/tinkaton,0.7,112.8
0960,Wiglett,,https://pokemondb.net/pokedex/wiglett,1.2,1.8
0961,Wugtrio,,https://pokemondb.net/pokedex/wugtrio,1.2,5.4
0962,Bombirdier,,https://pokemondb.net/pokedex/bombirdier,1.5,42.9
0963,Finizen,,https://pokemondb.net/pokedex/finizen,1.3,60.2
0964,Palafin,,https://pokemondb.net/pokedex/palafin,1.3,60.2
0965,Varoom,,https://pokemondb.net/pokedex/varoom,1.0,35.0
0966,Revavroom,,https://pokemondb.net/pokedex/revavroom,1.8,120.0
0967,Cyclizar,,https://pokemondb.net/pokedex/cyclizar,1.6,63.0
0968,Orthworm,,https://pokemondb.net/pokedex/orthworm,2.5,310.0
0969,Glimmet,,https://pokemondb.net/pokedex/glimmet,0.7,8.0
0970,Glimmora,,https://pokemondb.net/pokedex/glimmora,1.5,45.0
0971,Greavard,,https://pokemondb.net/pokedex/greavard,0.6,35.0
0972,Houndstone,,https://pokemondb.net/pokedex/houndstone,2.0,15.0
0973,Flamigo,,https://pokemondb.net/pokedex/flamigo,1.6,37.0
0974,Cetoddle,,https://pokemondb.net/pokedex/cetoddle,1.2,45.0
0975,Cetitan,,https://pokemondb.net/pokedex/cetitan,4.5,700.0
0976,Veluza,,https://pokemondb.net/pokedex/veluza,2.5,90.0
0977,Dondozo,,https://pokemondb.net/pokedex/dondozo,12.0,220.0
0978,Tatsugiri,,https://pokemondb.net/pokedex/tatsugiri,0.3,8.0
0979,Annihilape,,https://pokemondb.net/pokedex/annihilape,1.2,56.0
0980,Clodsire,,https://pokemondb.net/pokedex/clodsire,1.8,223.0
0981,Farigiraf,,https://pokemondb.net/pokedex/farigiraf,3.2,160.0
0982,Dudunsparce,,https://pokemondb.net/pokedex/dudunsparce,3.6,39.2
0983,Kingambit,,https://pokemondb.net/pokedex/kingambit,2.0,120.0
0984,Great Tusk,,https://pokemondb.net/pokedex/great-tusk,2.2,320.0
0985,Scream Tail,,https://pokemondb.net/pokedex/scream-tail,1.2,8.0
0986,Brute Bonnet,,https://pokemondb.net/pokedex/brute-bonnet,1.2,21.0
0987,Flutter Mane,,https://pokemondb.net/pokedex/flutter-mane,1.4,4.0
0988,Slither Wing,,https://pokemondb.net/pokedex/slither-wing,3.2,92.0
0989,Sandy Shocks,,https://pokemondb.net/pokedex/sandy-shocks,2.3,60.0
0990,Iron Treads,,https://pokemondb.net/pokedex/iron-treads,0.9,240.0
0991,Iron Bundle,,https://pokemondb.net/pokedex/iron-bundle,0.6,11.0
0992,Iron Hands,,https://pokemondb.net/pokedex/iron-hands,1.8,380.7
0993,Iron Jugulis,,https://pokemondb.net/pokedex/iron-jugulis,1.3,111.0
0994,Iron Moth,,https://pokemondb.net/pokedex/iron-moth,1.2,36.0
0995,Iron Thorns,,https://pokemondb.net/pokedex/iron-thorns,1.6,303.0
0996,Frigibax,,https://pokemondb.net/pokedex/frigibax,0.5,17.0
0997,Arctibax,,https://pokemondb.net/pokedex/arctibax,0.8,30.0
0998,Baxcalibur,,https://pokemondb.net/pokedex/baxcalibur,2.1,210.0
0999,Gimmighoul,,https://pokemondb.net/pokedex/gimmighoul,0.3,5.0
1000,Gholdengo,,https://pokemondb.net/pokedex/gholdengo,1.2,30.0
1001,Wo-Chien,,https://pokemondb.net/pokedex/wo-chien,1.5,74.2
1002,Chien-Pao,,https://pokemondb.net/pokedex/chien-pao,1.9,152.2
1003,Ting-Lu,,https://pokemondb.net/pokedex/ting-lu,2.7,699.7
1004,Chi-Yu,,https://pokemondb.net/pokedex/chi-yu,0.4,4.9
1005,Roaring Moon,,https://pokemondb.net/pokedex/roaring-moon,2.0,380.0
1006,Iron Valiant,,https://pokemondb.net/pokedex/iron-valiant,1.4,35.0
1007,Koraidon,,https://pokemondb.net/pokedex/koraidon,2.5,303.0
1008,Miraidon,,https://pokemondb.net/pokedex/miraidon,3.5,240.0
1009,Walking Wake,,https://pokemondb.net/pokedex/walking-wake,3.5,280.0
1010,Iron Leaves,,https://pokemondb.net/pokedex/iron-leaves,1.5,125.0
1011,Dipplin,,https://pokemondb.net/pokedex/dipplin,0.4,4.4
1012,Poltchageist,,https://pokemondb.net/pokedex/poltchageist,0.1,1.1
1013,Sinistcha,,https://pokemondb.net/pokedex/sinistcha,0.2,2.2
1014,Okidogi,,https://pokemondb.net/pokedex/okidogi,1.8,92.0
1015,Munkidori,,https://pokemondb.net/pokedex/munkidori,1.0,12.2
1016,Fezandipiti,,https://pokemondb.net/pokedex/fezandipiti,1.4,30.1
1017,Ogerpon,,https://pokemondb.net/pokedex/ogerpon,1.2,39.8
1018,Archaludon,,https://pokemondb.net/pokedex/archaludon,2.0,60.0
1019,Hydrapple,,https://pokemondb.net/pokedex/hydrapple,1.8,93.0
1020,Gouging Fire,,https://pokemondb.net/pokedex/gouging-fire,3.5,590.0
1021,Raging Bolt,,https://pokemondb.net/pokedex/raging-bolt,5.2,480.0
1022,Iron Boulder,,https://pokemondb.net/pokedex/iron-boulder,1.5,162.5
1023,Iron Crown,,https://pokemondb.net/pokedex/iron-crown,1.6,156.0
1024,Terapagos,,https://pokemondb.net/pokedex/terapagos,0.2,6.5
1025,Pecharunt,,https://pokemondb.net/pokedex/pecharunt,0.3,0.3
